,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,fraudulent
13827,155,187,134,7,1,1,1,2,2,1,0
13828,134,35,197,69,0,1,0,0,0,10,0
13829,178,146,80,111,0,1,1,1,6,10,0
13830,0,199,0,0,0,1,0,2,7,0,0
13831,67,293,0,29,0,1,1,0,0,0,0
13832,172,143,71,0,0,1,1,2,0,0,0
13833,20,171,86,0,0,1,1,2,6,6,0
13834,10,33,18,3,0,1,1,1,0,2,0
13835,20,221,134,29,0,1,0,2,0,0,0
13836,140,105,149,216,0,1,0,2,6,0,0
13837,108,140,156,12,0,1,0,2,6,2,0
13838,49,194,110,48,0,1,1,2,6,2,0
13839,264,271,94,0,0,1,0,2,6,2,0
13840,76,98,68,71,0,1,1,2,7,0,0
13841,29,168,0,10,0,1,1,4,0,5,0
13842,72,106,225,0,0,1,0,4,6,2,0
13843,85,200,80,36,0,1,0,5,3,0,0
13844,80,107,32,24,0,1,1,2,1,2,0
13845,0,194,0,0,0,0,0,1,6,0,0
13846,263,189,103,64,0,0,1,2,0,2,0
13847,111,151,0,0,0,1,0,2,0,2,0
13848,20,100,78,26,0,1,1,2,1,0,0
13849,53,118,76,26,0,1,0,0,0,0,0
13850,155,187,134,8,1,1,1,2,6,5,0
13851,134,183,133,25,0,1,1,0,0,3,0
13852,98,139,112,0,0,1,0,2,1,2,0
13853,0,184,89,0,0,1,0,0,0,0,0
13854,0,87,76,32,1,0,0,2,1,10,0
13855,87,232,0,0,0,1,0,0,0,0,0
13856,72,369,125,111,0,1,0,2,0,0,0
13857,183,213,217,48,0,1,0,2,6,10,0
13858,147,207,73,32,0,1,0,2,3,10,0
13859,155,256,0,19,0,1,1,2,3,2,0
13860,32,116,0,0,0,0,0,2,0,0,0
13861,60,206,106,0,0,1,0,2,6,2,0
13862,53,63,50,13,0,1,0,2,5,6,0
13863,115,263,67,44,0,1,1,2,6,0,0
13864,84,143,1,109,0,1,0,2,3,10,0
13865,92,569,157,22,0,1,1,2,4,6,0
13866,155,57,0,0,0,1,0,0,0,0,0
13867,0,59,32,0,1,0,0,0,0,0,0
13868,73,101,42,29,0,1,0,2,6,2,0
13869,131,107,10,2,0,1,1,2,7,5,0
13870,10,33,18,3,0,1,1,1,0,2,0
13871,129,180,96,87,0,1,1,0,0,0,0
13872,153,137,48,27,0,1,0,2,6,0,0
13873,68,249,28,0,0,1,0,2,3,1,0
13874,45,177,87,30,0,1,1,0,0,0,0
13875,96,127,27,15,0,1,1,2,6,2,0
13876,58,302,0,0,0,1,1,0,0,0,0
13877,70,62,0,0,0,1,0,0,0,0,0
13878,83,140,88,116,0,1,0,2,6,2,0
13879,25,184,71,96,0,1,1,2,1,2,0
13880,68,351,0,0,0,1,0,0,0,0,0
13881,71,155,86,0,0,1,0,2,6,2,0
13882,82,122,95,64,0,1,1,4,5,1,0
13883,0,267,0,0,0,1,0,2,3,2,0
13884,224,146,28,7,0,1,0,2,1,1,0
13885,71,223,339,51,0,1,0,2,6,2,0
13886,91,407,0,0,0,1,0,0,0,0,0
13887,1,163,0,0,0,1,0,2,6,2,0
13888,106,66,0,0,0,1,0,2,7,0,0
13889,89,166,151,39,0,1,1,2,3,2,0
13890,127,250,38,48,0,1,1,2,0,0,0
13891,290,337,163,190,0,1,1,2,6,0,0
13892,83,160,118,114,0,1,0,2,1,2,0
13893,50,320,35,4,0,1,1,2,3,10,0
13894,20,117,49,44,0,1,1,2,1,0,0
13895,73,167,55,0,0,1,1,2,1,2,0
13896,10,33,18,3,0,1,1,1,0,2,0
13897,32,128,0,0,0,0,0,2,0,0,0
13898,0,26,42,0,0,0,1,0,0,0,0
13899,0,108,57,0,0,1,1,1,7,5,0
13900,256,182,13,32,0,1,1,2,3,2,0
13901,10,33,18,3,0,1,1,1,0,2,0
13902,25,222,81,67,0,1,1,2,1,2,0
13903,113,188,171,194,0,1,1,5,7,3,0
13904,230,218,260,0,0,1,0,2,0,2,0
13905,0,123,141,11,0,1,1,2,7,0,0
13906,35,122,165,36,0,1,1,2,1,10,0
13907,62,299,102,37,0,1,1,2,1,2,0
13908,377,157,686,0,0,1,1,2,2,2,0
13909,83,129,90,115,0,1,0,2,6,2,0
13910,0,301,0,0,0,0,0,1,6,0,0
13911,59,757,0,0,0,1,0,2,1,2,0
13912,127,234,75,47,0,1,1,2,3,5,0
13913,83,127,82,117,0,1,0,2,6,2,0
13914,86,149,69,42,0,1,1,2,7,0,0
13915,95,168,103,22,0,1,1,1,7,10,0
13916,0,384,0,0,0,1,1,2,1,0,0
13917,83,152,62,114,0,1,0,2,6,2,0
13918,113,115,219,213,0,1,1,5,7,3,0
13919,35,50,38,2,0,1,0,2,3,0,0
13920,175,206,92,82,0,1,1,2,7,5,0
13921,52,143,155,0,0,1,1,2,0,2,0
13922,32,222,261,0,0,0,0,0,0,0,0
13923,32,264,0,0,0,0,0,2,0,0,0
13924,107,149,92,35,0,1,1,2,5,0,0
13925,112,215,0,132,0,1,0,3,0,10,0
13926,201,260,115,307,0,1,0,2,6,0,0
13927,0,41,0,0,0,0,0,2,0,0,0
13928,162,321,140,116,0,1,0,2,6,2,0
13929,33,116,30,3,0,0,1,0,0,0,0
13930,100,57,68,25,0,1,0,0,0,0,0
13931,243,28,523,0,0,1,1,0,0,0,0
13932,264,330,0,0,0,1,1,2,6,1,0
13933,141,170,53,0,0,1,1,2,0,0,0
13934,293,89,173,0,0,1,1,0,0,0,0
13935,131,142,0,0,0,1,0,5,0,0,0
13936,13,49,58,76,0,1,0,0,0,0,0
13937,87,178,86,0,0,1,0,2,6,0,0
13938,87,126,84,82,0,1,1,2,0,0,0
13939,172,92,124,0,0,1,1,2,0,0,0
13940,148,174,28,98,0,1,0,2,1,0,0
13941,32,206,184,0,0,0,0,2,0,0,0
13942,71,32,55,0,0,1,0,2,0,6,0
13943,0,29,26,0,0,0,0,2,6,2,0
13944,112,34,172,0,0,1,0,2,6,1,0
13945,32,19,38,0,0,0,0,2,6,2,0
13946,77,243,98,0,0,1,1,4,3,0,0
13947,0,442,0,0,0,0,0,0,0,0,0
13948,0,98,146,10,0,1,0,2,3,0,0
13949,155,51,55,0,0,1,1,2,7,0,0
13950,0,191,0,0,0,0,0,2,0,0,0
13951,96,182,0,0,0,1,1,5,3,5,0
13952,94,125,136,0,0,1,1,0,0,0,0
13953,47,92,24,71,0,1,0,2,0,0,0
13954,116,318,67,23,0,1,1,3,5,5,0
13955,55,294,0,0,0,1,0,2,6,0,0
13956,10,34,18,3,0,1,1,1,0,2,0
13957,178,16,196,0,0,1,0,2,2,2,0
13958,132,55,143,9,0,0,0,2,6,2,0
13959,83,120,104,117,0,1,0,2,6,2,0
13960,0,42,129,0,0,1,0,0,0,0,0
13961,220,229,60,0,0,1,1,2,0,2,0
13962,0,117,59,0,0,0,0,2,6,2,0
13963,206,376,38,0,0,1,0,2,3,2,0
13964,107,89,182,20,0,1,0,2,1,0,0
13965,73,267,109,0,0,1,1,4,0,0,0
13966,118,425,0,0,0,1,0,2,1,2,0
13967,128,270,0,0,0,1,1,2,6,10,0
13968,116,220,75,204,0,1,1,2,3,2,0
13969,83,110,89,14,1,1,0,2,0,0,0
13970,144,103,46,87,0,1,0,2,1,10,0
13971,32,120,126,0,0,0,0,2,6,6,0
13972,0,51,0,0,0,0,0,0,0,0,0
13973,20,217,81,78,0,1,1,2,0,0,0
13974,32,123,0,0,0,0,0,2,0,0,0
13975,53,54,379,17,0,1,1,2,2,2,0
13976,283,122,77,14,0,1,1,2,3,0,0
13977,131,98,0,0,0,1,0,0,0,0,0
13978,78,289,131,0,0,1,0,2,3,2,0
13979,123,119,0,0,0,1,0,0,0,0,0
13980,0,163,37,0,0,0,0,2,6,10,0
13981,48,63,0,0,0,1,1,2,0,0,0
13982,131,96,0,0,0,1,0,0,0,0,0
13983,32,104,0,0,0,0,0,2,0,0,0
13984,377,238,638,0,0,1,0,2,6,2,0
13985,181,298,111,164,0,1,1,2,6,10,0
13986,11,62,62,0,0,1,0,2,6,2,0
13987,424,56,94,4,0,1,0,2,6,2,0
13988,98,83,110,22,1,1,0,2,0,0,0
13989,10,23,18,3,0,1,1,1,0,2,0
13990,108,408,0,0,0,1,0,0,0,0,0
13991,0,95,24,25,0,0,0,1,3,0,0
13992,32,286,0,0,0,0,0,2,0,0,0
13993,0,52,0,0,0,0,0,2,3,2,0
13994,0,82,0,0,0,0,0,2,6,2,0
13995,0,18,6,3,0,0,1,4,0,10,0
13996,127,230,48,25,0,1,1,4,3,5,0
13997,0,297,10,5,0,0,0,2,6,10,0
13998,0,314,45,0,0,0,0,2,6,2,0
13999,182,352,281,41,0,1,0,2,6,2,0
14000,130,175,24,0,0,1,1,2,6,2,1
14001,0,59,4,0,0,0,0,4,0,0,1
14002,0,213,18,24,0,0,1,2,7,0,1
14003,206,198,109,22,0,1,1,2,0,0,0
14004,0,228,47,37,0,0,1,2,1,2,0
14005,37,213,23,36,0,1,1,2,3,5,0
14006,0,556,0,0,0,0,0,0,0,0,0
14007,392,208,81,30,0,1,1,2,6,2,0
14008,0,510,0,0,0,1,0,2,0,0,0
14009,0,414,46,1,0,0,1,0,0,0,0
14010,0,332,0,0,0,1,1,0,0,0,0
14011,117,137,108,39,0,1,0,2,6,4,0
14012,48,155,145,39,0,1,1,2,6,2,0
14013,104,331,181,0,0,1,1,2,0,0,0
14014,192,248,72,0,0,1,0,2,6,2,0
14015,401,70,16,4,1,1,0,2,3,5,0
14016,192,248,68,0,0,1,0,2,6,2,0
14017,80,284,169,157,0,1,0,2,6,2,0
14018,10,50,15,3,0,1,1,1,0,2,0
14019,131,113,239,6,0,1,0,2,1,0,0
14020,328,12,721,8,0,1,0,2,0,0,0
14021,11,111,238,54,0,1,1,0,0,0,0
14022,125,134,235,275,0,1,1,0,0,0,0
14023,64,12,5,32,0,1,1,0,0,0,0
14024,207,378,6,9,0,1,0,2,6,5,0
14025,74,578,272,32,0,1,1,0,0,0,0
14026,0,61,0,0,0,0,0,0,0,0,0
14027,0,195,44,14,0,1,0,2,6,1,0
14028,86,158,127,0,0,1,0,2,3,5,0
14029,163,117,51,2,0,1,0,4,1,2,0
14030,0,719,0,0,0,0,1,0,0,0,0
14031,0,449,11,0,0,0,0,0,0,0,0
14032,562,34,0,0,1,1,1,0,0,0,0
14033,0,448,0,0,0,0,0,0,0,0,0
14034,222,423,368,13,0,1,0,2,6,2,0
14035,0,393,0,0,0,0,1,0,0,0,0
14036,0,513,0,0,0,0,0,0,0,0,0
14037,0,46,9,15,0,0,0,2,7,0,0
14038,6,32,18,14,0,1,1,1,3,5,0
14039,104,138,428,0,0,1,0,2,0,0,0
14040,104,216,241,197,0,1,0,2,0,0,0
14041,0,136,187,9,0,0,0,2,6,2,0
14042,0,29,11,0,0,0,0,0,0,0,0
14043,131,129,218,5,0,1,0,2,1,0,0
14044,260,213,268,19,0,1,0,2,3,2,0
14045,86,169,86,0,0,1,0,2,3,5,0
14046,109,18,16,23,0,1,1,4,7,10,0
14047,86,157,169,0,0,1,0,4,3,5,0
14048,0,21,0,0,0,1,0,0,0,0,0
14049,64,111,217,23,0,0,1,2,6,11,0
14050,146,294,126,207,0,1,0,2,4,7,0
14051,0,33,0,0,0,0,0,0,0,0,0
14052,0,284,0,11,1,0,0,2,3,5,0
14053,6,37,25,23,0,1,1,2,3,5,0
14054,206,497,76,0,0,1,0,0,0,0,0
14055,37,66,395,0,0,1,0,2,0,0,0
14056,0,71,131,47,0,0,1,0,0,0,0
14057,0,12,35,6,0,0,1,0,0,0,0
14058,0,168,5,2,0,0,0,2,7,10,0
14059,15,87,3,0,0,1,0,2,0,2,0
14060,116,113,71,15,0,1,1,1,3,2,0
14061,31,106,44,0,0,1,0,2,0,6,0
14062,53,209,168,73,0,1,1,0,0,0,0
14063,0,53,4,0,0,0,0,1,6,0,0
14064,86,203,103,0,0,1,0,2,3,5,0
14065,10,33,18,3,0,1,1,1,0,2,0
14066,9,474,67,0,0,0,1,2,6,0,0
14067,350,696,0,0,0,1,0,0,0,0,0
14068,331,321,20,0,0,1,1,0,0,0,0
14069,29,77,0,4,0,1,1,0,0,0,0
14070,0,223,35,9,0,0,0,3,7,0,0
14071,175,232,112,150,0,1,1,0,0,0,0
14072,392,171,46,54,0,1,0,2,0,2,0
14073,0,81,0,0,0,1,1,2,3,5,0
14074,264,174,94,0,0,1,0,2,1,0,0
14075,147,102,65,48,0,0,0,2,1,2,0
14076,62,550,70,40,0,1,1,2,5,0,0
14077,0,72,115,6,0,1,0,4,3,5,0
14078,0,122,34,61,0,1,0,2,0,2,0
14079,131,98,0,0,0,1,0,0,0,0,0
14080,107,47,54,0,0,1,1,2,3,2,0
14081,115,128,23,0,0,1,0,2,6,2,0
14082,75,222,0,7,0,0,0,2,0,0,0
14083,192,68,34,0,0,1,0,0,0,0,0
14084,0,10,0,0,0,0,0,0,0,0,0
14085,84,180,23,167,0,1,0,2,0,0,0
14086,36,250,33,0,0,1,1,2,3,10,0
14087,66,52,114,8,0,1,1,0,0,0,0
14088,109,328,91,0,0,1,0,0,0,0,0
14089,0,443,0,0,0,0,0,1,6,2,0
14090,131,106,143,7,0,1,1,2,1,0,0
14091,0,119,2,0,0,0,0,0,0,0,0
14092,147,301,53,68,0,1,1,2,6,2,0
14093,0,330,15,0,0,1,1,2,0,2,0
14094,167,502,44,0,0,1,1,2,0,6,0
14095,0,94,37,12,0,0,1,0,0,0,0
14096,0,362,0,0,0,0,0,2,3,2,1
14097,201,189,170,283,0,1,0,0,0,0,0
14098,70,183,108,41,0,1,0,2,6,10,0
14099,0,132,200,100,0,0,0,2,0,1,0
14100,10,25,21,3,0,1,1,1,3,2,0
14101,0,44,55,0,0,0,1,2,7,10,0
14102,10,33,18,3,0,1,1,1,0,2,0
14103,0,47,10,0,0,0,1,0,0,0,0
14104,141,437,170,0,0,1,1,0,1,0,0
14105,10,33,18,3,0,1,1,1,0,2,0
14106,86,242,96,0,0,1,0,4,3,5,0
14107,192,248,70,0,0,1,0,2,6,2,0
14108,10,37,21,3,0,1,1,1,3,2,0
14109,0,452,0,0,0,0,0,0,0,0,0
14110,98,427,0,0,0,1,0,2,0,0,0
14111,0,126,71,0,0,1,0,4,6,2,0
14112,158,405,32,21,0,1,0,0,0,0,0
14113,206,198,64,22,0,1,1,2,1,10,0
14114,20,172,103,104,0,1,1,2,0,0,0
14115,0,119,118,16,1,0,0,0,0,0,0
14116,0,37,26,10,0,0,1,0,0,0,0
14117,239,468,625,11,0,1,1,2,2,2,0
14118,0,584,0,0,0,0,0,2,0,0,0
14119,59,550,0,0,0,1,0,2,1,2,0
14120,0,335,82,22,0,0,0,0,0,0,0
14121,115,490,9,0,0,1,0,1,6,2,0
14122,155,367,98,32,0,1,1,2,0,0,0
14123,0,198,74,30,0,0,0,2,3,0,0
14124,10,27,21,3,0,1,1,1,3,2,0
14125,0,262,0,0,0,0,0,1,0,2,0
14126,89,180,59,34,0,1,1,2,1,0,0
14127,88,564,161,1,0,1,1,2,1,0,0
14128,0,24,11,28,0,0,0,2,3,10,1
14129,20,22,51,13,1,1,1,1,1,0,0
14130,33,15,0,0,0,1,0,3,0,0,0
14131,59,851,0,0,0,1,1,2,2,2,0
14132,7,338,0,0,0,1,0,0,0,0,0
14133,0,345,135,0,0,0,0,0,0,0,1
14134,0,235,128,92,0,1,1,5,5,2,0
14135,10,37,21,3,0,1,1,1,3,2,0
14136,192,248,66,0,0,1,0,2,6,2,0
14137,16,304,0,0,1,1,0,0,0,0,0
14138,14,149,18,34,0,1,0,2,6,10,0
14139,131,103,6,2,0,1,1,2,7,5,0
14140,263,74,46,52,0,0,1,2,0,0,0
14141,70,420,0,0,0,1,1,2,6,2,0
14142,25,437,0,0,0,1,0,0,0,0,0
14143,115,31,31,39,0,1,0,2,3,2,0
14144,76,455,0,0,0,1,0,2,0,0,0
14145,92,240,197,5,0,1,1,2,2,2,0
14146,0,284,0,11,0,0,0,2,3,5,0
14147,0,284,0,11,0,0,0,2,3,5,0
14148,10,37,21,3,0,1,1,1,3,2,0
14149,96,143,0,0,0,1,0,3,5,8,0
14150,0,284,0,11,0,0,0,2,3,5,0
14151,182,52,18,0,0,1,1,2,3,2,0
14152,32,207,0,0,0,0,0,2,0,0,0
14153,93,208,90,15,0,1,0,2,1,2,0
14154,0,62,25,13,0,0,0,0,0,0,1
14155,178,184,98,111,0,1,1,2,6,2,0
14156,99,157,80,20,0,1,1,2,3,10,0
14157,10,35,21,3,0,1,1,1,3,2,0
14158,78,162,173,19,0,0,0,0,0,0,0
14159,147,215,105,219,0,1,1,1,3,2,0
14160,131,66,3,0,0,1,1,2,1,11,0
14161,48,172,0,0,0,1,1,0,0,0,0
14162,131,87,10,2,0,1,1,2,3,5,0
14163,0,270,121,0,0,0,0,2,0,0,1
14164,0,56,66,0,0,0,0,2,3,3,0
14165,10,33,18,3,0,1,1,1,0,2,0
14166,33,306,96,70,0,1,1,2,6,2,0
14167,198,378,386,18,1,1,1,1,1,0,0
14168,10,33,18,3,0,1,1,1,0,2,0
14169,134,113,68,27,0,1,1,5,5,2,0
14170,10,33,18,3,0,1,1,1,0,2,0
14171,0,885,0,0,0,0,0,0,0,0,0
14172,10,33,18,3,0,1,1,1,0,2,0
14173,0,119,129,104,0,0,1,1,0,10,0
14174,65,181,182,29,0,1,0,2,0,0,0
14175,10,33,18,3,0,1,1,1,0,2,0
14176,0,79,161,9,0,0,1,2,1,1,0
14177,66,1151,0,0,1,0,0,2,6,0,0
14178,167,245,76,0,0,1,1,4,3,1,0
14179,147,124,153,60,0,1,1,2,2,6,1
14180,32,347,0,0,0,0,0,2,0,0,0
14181,68,349,209,19,0,1,1,2,3,5,0
14182,35,64,4,0,0,1,1,2,3,5,0
14183,48,213,0,0,0,1,1,0,0,0,0
14184,0,56,40,11,0,0,0,2,1,3,0
14185,0,1113,0,0,0,0,0,0,0,0,0
14186,73,345,184,0,0,1,1,2,0,0,0
14187,86,216,110,0,0,1,0,2,3,5,0
14188,86,270,166,0,0,1,0,2,3,5,0
14189,0,161,151,127,0,1,0,2,6,6,0
14190,86,150,81,0,0,1,0,2,3,5,0
14191,53,136,59,0,0,1,0,2,0,0,0
14192,87,350,112,128,0,1,0,2,6,2,0
14193,48,448,109,20,0,1,1,2,1,2,0
14194,77,180,250,0,0,1,0,2,0,0,0
14195,97,397,157,295,0,1,0,2,7,10,0
14196,0,70,319,0,0,0,1,4,0,0,0
14197,20,189,248,12,1,1,1,2,6,0,0
14198,0,362,0,43,0,0,0,2,6,2,0
14199,86,161,97,0,0,1,0,4,3,5,0
14200,0,285,0,0,0,0,0,0,0,0,0
14201,86,319,175,0,0,1,0,2,3,5,0
14202,0,53,0,0,0,1,0,0,6,0,0
14203,32,401,461,0,0,0,0,2,0,0,0
14204,134,276,224,70,0,1,1,2,0,0,0
14205,175,188,70,13,0,1,1,2,7,10,0
14206,125,122,433,276,0,1,1,2,6,0,0
14207,377,479,421,1,0,1,1,2,2,2,0
14208,70,460,0,0,0,1,1,1,6,2,0
14209,50,162,106,21,0,1,1,2,0,0,0
14210,131,98,0,0,0,1,0,0,0,0,0
14211,134,35,197,69,0,1,0,0,0,10,0
14212,48,110,108,20,1,1,0,2,1,2,0
14213,0,522,48,0,1,0,0,2,3,2,0
14214,70,435,0,0,0,1,1,2,1,2,0
14215,68,249,28,0,0,1,0,2,3,1,0
14216,163,163,50,22,0,1,1,2,1,2,0
14217,108,231,169,0,0,1,1,2,0,0,0
14218,123,118,0,0,0,1,0,0,0,0,0
14219,308,188,108,191,0,1,1,2,6,2,0
14220,175,205,92,83,0,1,1,2,0,5,0
14221,147,158,49,0,0,1,1,2,6,2,1
14222,413,248,445,427,0,1,1,2,7,2,0
14223,78,279,156,25,0,1,1,2,7,5,0
14224,68,182,133,14,0,1,0,2,6,2,0
14225,184,144,54,0,0,1,0,2,1,0,0
14226,0,19,0,0,0,0,0,0,6,0,0
14227,131,98,0,0,0,1,0,0,0,0,0
14228,102,189,189,0,0,0,0,2,6,2,0
14229,22,357,184,11,0,1,1,2,1,1,0
14230,0,357,0,0,0,0,0,0,0,0,0
14231,206,233,63,0,0,1,1,2,1,2,0
14232,0,58,321,0,0,1,0,1,0,0,0
14233,47,60,32,0,0,1,1,4,3,10,0
14234,155,188,55,30,1,1,1,2,6,2,0
14235,0,981,0,0,0,0,0,0,0,0,0
14236,114,150,118,167,0,1,1,2,6,2,0
14237,0,303,303,14,0,0,0,2,6,2,0
14238,0,1101,8,0,0,0,0,0,0,0,0
14239,0,25,0,0,0,0,0,1,0,0,0
14240,32,67,173,0,0,0,0,2,0,0,0
14241,53,226,157,66,0,1,0,0,0,0,0
14242,0,216,15,52,0,0,1,2,1,5,0
14243,131,98,0,0,0,1,0,0,0,0,0
14244,0,179,153,0,0,0,0,2,7,8,0
14245,51,262,91,38,0,1,1,2,1,2,0
14246,131,90,9,2,0,1,1,2,7,5,0
14247,32,266,0,0,0,0,0,2,0,0,0
14248,32,346,0,0,0,0,0,2,0,0,0
14249,0,9,22,0,0,0,0,1,0,0,0
14250,198,378,386,18,1,1,1,1,1,0,0
14251,208,289,27,12,0,1,1,2,7,0,0
14252,32,246,0,0,0,0,0,2,0,0,0
14253,0,507,0,0,0,0,1,3,0,0,0
14254,22,271,78,0,0,1,0,2,3,2,0
14255,0,121,0,0,0,0,0,0,0,0,0
14256,103,127,0,0,0,1,1,0,0,0,0
14257,131,98,0,0,0,1,0,0,0,0,0
14258,191,206,25,32,0,1,0,2,3,2,0
14259,0,53,339,0,0,1,1,2,3,5,0
14260,118,306,0,0,0,1,0,2,1,0,0
14261,222,196,50,5,0,1,0,2,0,2,0
14262,0,38,9,0,0,1,0,1,6,0,0
14263,198,309,198,37,1,1,1,1,1,0,0
14264,67,100,38,0,0,1,0,0,0,0,0
14265,32,235,182,0,0,0,0,2,0,0,0
14266,32,195,0,0,0,0,0,2,0,0,0
14267,59,171,21,34,0,1,1,2,7,0,0
14268,0,462,177,85,0,0,0,2,6,2,0
14269,91,439,0,0,0,1,0,0,0,0,0
14270,0,3,0,0,0,0,0,0,0,0,1
14271,77,73,32,10,0,1,0,2,0,0,0
14272,123,110,0,0,0,1,0,0,0,0,0
14273,178,224,139,111,0,1,1,2,1,2,0
14274,32,266,0,0,0,0,0,2,0,0,0
14275,141,324,149,0,0,1,1,2,1,0,0
14276,0,317,0,0,0,1,1,2,1,2,0
14277,87,61,6,0,0,1,0,0,7,0,0
14278,93,342,124,0,0,1,0,2,6,0,0
14279,222,385,54,0,0,1,0,2,6,2,0
14280,22,311,135,142,1,1,1,0,0,0,0
14281,53,147,136,85,0,1,0,0,0,0,0
14282,22,337,200,12,0,1,1,2,1,1,0
14283,10,33,18,3,0,1,1,1,0,2,0
14284,48,46,0,0,0,1,0,3,0,0,0
14285,10,33,18,3,0,1,1,1,0,2,0
14286,32,239,0,0,0,0,0,2,0,0,0
14287,38,194,49,12,0,1,0,2,0,0,0
14288,41,320,599,0,0,1,0,0,0,0,0
14289,199,233,30,44,0,1,1,2,6,5,0
14290,18,437,0,0,0,1,1,2,0,0,0
14291,98,175,106,0,0,1,0,2,0,0,0
14292,0,34,0,0,0,0,0,0,0,0,0
14293,32,103,0,0,0,0,0,2,0,0,0
14294,96,91,57,24,0,1,0,4,3,5,0
14295,215,241,300,0,0,1,0,2,6,2,0
14296,0,45,56,3,0,0,1,0,0,0,0
14297,100,13,13,30,0,1,1,2,0,5,0
14298,103,151,63,0,0,1,0,2,6,2,0
14299,164,76,25,0,0,1,0,1,6,2,0
14300,156,180,25,89,0,1,0,2,6,2,0
14301,41,279,97,22,0,1,1,2,6,2,0
14302,127,251,91,53,0,1,1,2,1,0,0
14303,71,114,102,0,0,1,1,4,1,3,0
14304,67,316,25,33,0,1,0,2,1,2,0
14305,32,287,0,0,0,0,0,2,0,0,0
14306,32,145,0,0,0,0,0,2,0,0,0
14307,290,236,73,200,0,1,1,2,6,0,0
14308,0,122,50,12,0,0,0,2,1,2,0
14309,0,93,28,0,0,0,0,2,1,10,0
14310,30,288,14,0,0,1,0,2,0,4,0
14311,0,115,84,41,0,1,0,2,3,0,0
14312,0,17,79,3,0,1,0,2,6,6,0
14313,155,187,134,8,1,1,1,2,6,5,0
14314,136,137,119,0,0,1,0,1,6,10,0
14315,47,94,40,0,1,1,1,2,6,2,0
14316,112,66,66,85,0,1,0,1,6,0,0
14317,32,146,0,0,0,0,0,2,0,0,0
14318,50,237,0,0,1,1,1,2,0,0,0
14319,67,117,39,49,0,1,0,2,1,2,0
14320,155,202,129,45,0,1,1,2,3,2,0
14321,14,300,133,8,0,1,1,2,7,10,0
14322,32,185,0,0,0,0,0,2,0,0,0
14323,107,38,0,0,0,1,0,0,0,0,0
14324,131,99,5,2,0,1,1,2,1,11,0
14325,222,41,47,0,0,1,0,2,3,5,0
14326,551,141,21,5,0,1,1,2,1,5,0
14327,107,56,50,44,0,1,0,0,0,0,0
14328,333,366,168,90,0,1,1,2,1,1,0
14329,116,49,181,55,0,1,1,2,3,2,0
14330,154,365,128,171,0,1,0,2,0,2,0
14331,0,67,38,0,0,0,0,1,6,2,0
14332,52,169,81,27,0,1,0,2,0,2,0
14333,33,130,105,78,0,1,0,0,0,0,0
14334,0,163,0,0,0,0,0,0,0,0,0
14335,132,110,47,0,0,1,0,2,6,2,0
14336,53,105,71,20,0,1,1,2,1,2,0
14337,44,87,99,64,0,1,1,2,1,6,0
14338,178,195,128,111,0,1,1,2,6,10,0
14339,205,56,60,0,0,1,0,2,1,2,0
14340,32,123,0,0,0,0,0,2,0,0,0
14341,205,66,92,0,0,1,1,2,1,2,0
14342,32,111,0,0,0,0,0,2,0,0,0
14343,187,159,146,520,1,1,1,2,6,2,0
14344,205,58,118,0,0,1,0,2,6,2,0
14345,0,74,53,130,0,0,0,2,7,10,0
14346,82,136,217,58,0,1,1,2,3,10,0
14347,0,264,32,26,0,0,0,2,3,10,0
14348,290,186,121,162,0,1,1,2,6,0,0
14349,116,68,38,15,0,1,0,5,5,8,0
14350,39,154,89,3,0,1,0,2,3,5,0
14351,181,124,38,0,0,1,0,2,0,0,0
14352,130,176,76,87,0,1,1,2,6,0,0
14353,377,184,376,0,0,1,1,2,2,2,0
14354,79,92,52,21,0,1,1,2,1,2,0
14355,48,14,13,1,0,1,1,2,7,5,0
14356,0,324,111,0,0,1,0,2,0,0,0
14357,0,158,125,0,0,1,0,2,6,10,0
14358,55,110,0,0,0,1,1,1,0,0,0
14359,32,86,0,0,0,0,0,2,0,0,0
14360,131,136,36,0,0,1,1,5,0,0,0
14361,312,289,0,0,0,1,0,0,0,0,0
14362,91,474,0,0,0,1,0,0,0,0,0
14363,0,43,47,0,0,0,0,2,3,2,0
14364,207,243,112,9,0,1,1,2,1,10,0
14365,0,66,60,0,0,1,0,0,0,0,0
14366,207,360,0,5,0,1,1,2,1,10,0
14367,264,680,0,0,0,1,1,2,1,5,0
14368,0,149,139,18,0,0,1,2,1,6,0
14369,78,177,32,111,0,1,1,5,5,2,0
14370,73,449,141,0,0,1,1,2,1,0,0
14371,88,83,298,0,0,1,0,2,6,2,0
14372,158,279,107,77,0,1,1,0,0,0,0
14373,132,182,0,0,0,0,0,2,6,2,0
14374,0,155,106,41,0,1,0,0,0,0,0
14375,32,155,0,0,0,0,0,2,0,0,0
14376,32,101,0,0,0,0,0,2,0,0,0
14377,155,88,17,37,0,1,1,2,0,0,0
14378,20,168,84,54,0,1,0,2,1,0,0
14379,127,305,79,78,0,1,1,2,3,5,0
14380,0,94,86,12,0,0,0,2,6,6,0
14381,207,379,23,23,0,1,1,2,2,2,0
14382,84,180,23,167,0,1,0,2,0,0,0
14383,123,89,0,0,0,1,0,0,0,0,0
